3	9606	34	ACADM	4557231	NP_000007.1
3	6239	173979	acdh-8	17534899	NP_495142.1
3	6239	181758	acdh-7	17570075	NP_510789.1
5	9606	37	ACADVL	4557235	NP_000009.1
5	6239	174180	acdh-12	71985184	NP_001022062.1
6	9606	38	ACAT1	4557237	NP_000010.1
6	6239	174161	kat-1	25147385	NP_495455.2
6	6239	187992	T02G5.4	392890486	NP_495461.2
7	9606	90	ACVR1	4501895	NP_001096.1
9	9606	6442	SGCA	4506911	NP_000014.1
12	9606	158	ADSL	4557269	NP_000017.1
13	9606	175	AGA	285002251	NP_000018.2
13	6239	180550	R04B3.2	17569239	NP_508448.1
14	9606	183	AGT	4557287	NP_000020.1
16	9606	210	ALAD	189083849	NP_000022.3
17	9606	212	ALAS2	83977442	NP_000023.2
20	9606	270	AMPD1	289547500	NP_000027.2
26	9606	350	APOH	153266841	NP_000033.2
27	9606	355	FAS	4507583	NP_000034.1
28	9606	367	AR	21322252	NP_000035.2
29	9606	383	ARG1	346986435	NP_001231367.1
32	9606	435	ASL	31541964	NP_000039.2
33	9606	443	ASPA	189339202	NP_001121557.1
35	9606	538	ATP7A	532691750	NP_000043.4
35	6239	176770	cua-1	392897154	NP_001255202.1
39	9606	594	BCKDHB	34101272	NP_898871.1
39	6239	172539	tag-173	17506935	NP_492149.1
41	9606	675	BRCA2	119395734	NP_000050.2
44	9606	710	SERPING1	73858568	NP_000053.2
45	9606	717	C2	14550407	NP_000054.2
47	9606	729	C6	169636415	NP_000056.2
48	9606	732	C8B	514239916	NP_000057.2
52	9606	825	CAPN3	4557405	NP_000061.1
55	9606	917	CD3G	4557429	NP_000064.1
56	9606	959	CD40LG	4557433	NP_000065.1
59	9606	1134	CHRNA1	87567783	NP_001034612.1
60	9606	1145	CHRNE	4557463	NP_000071.1
61	9606	1130	LYST	54292123	NP_000072.2
62	9606	1161	ERCC8	4557467	NP_000073.1
63	9606	1180	CLCN1	119433677	NP_000074.2
65	9606	1188	CLCNKB	155969705	NP_000076.2
69	9606	1278	COL1A2	48762934	NP_000080.2
73	9606	1294	COL7A1	4502961	NP_000085.1
74	9606	1311	COMP	40217843	NP_000086.2
75	9606	1356	CP	4557485	NP_000087.1
76	9606	1371	CPOX	41393599	NP_000088.3
77	9606	1376	CPT2	4503023	NP_000089.1
77	6239	178025	cpt-2	115532914	NP_001040977.1
78	9606	1471	CST3	4503107	NP_000090.1
79	9606	1476	CSTB	4503117	NP_000091.1
80	9606	1535	CYBA	68509914	NP_000092.2
83	9606	1643	DDB2	4557515	NP_000098.1
84	9606	1738	DLD	91199540	NP_000099.2
84	6239	178387	dld-1	392901817	NP_001255810.1
85	9606	1806	DPYD	119943098	NP_000101.2
85	6239	180818	dpyd-1	71984108	NP_508927.2
88	9606	1908	EDN3	46370060	NP_996915.1
89	9606	1910	EDNRB	319655697	NP_001188326.1
91	9606	2010	EMD	4557553	NP_000108.1
92	9606	2022	ENG	168693647	NP_001108225.1
93	9606	2038	EPB42	166362735	NP_000110.2
94	9606	2052	EPHX1	4503583	NP_000111.1
94	6239	179036	W01A11.1	17564944	NP_504650.1
95	9606	2057	EPOR	4503591	NP_000112.1
96	9606	2071	ERCC3	4557563	NP_000113.1
96	6239	176584	Y66D12A.15	17556358	NP_499487.1
100	9606	2108	ETFA	4503607	NP_000117.1
100	6239	172535	CELE_F27D4.1	17506929	NP_492146.1
104	9606	2153	F5	105990535	NP_000121.2
106	9606	2158	F9	4503649	NP_000124.1
107	9606	2169	FABP2	194097325	NP_000125.2
108	9606	2175	FANCA	66880553	NP_000126.2
109	9606	2176	FANCC	344217746	NP_001230672.1
110	9606	2184	FAH	4557587	NP_000128.1
110	6239	180918	fah-1	17568863	NP_509083.1
112	9606	2206	MS4A2	4503677	NP_000130.1
113	9606	2235	FECH	60499021	NP_000131.2
115	9606	2271	FH	19743875	NP_000134.2
115	6239	176059	fum-1	17553882	NP_498642.1
117	9606	2492	FSHR	31657138	NP_000136.2
119	9606	2519	FUCA2	40068512	NP_114409.2
119	6239	189173	W03G11.3	71997700	NP_510020.2
120	9606	2523	FUT1	4503805	NP_000139.1
124	9606	2581	GALC	83281450	NP_000144.2
124	6239	183002	CELE_C29E4.10	392895652	NP_498726.3
125	9606	2584	GALK1	4503895	NP_000145.1
126	9606	2592	GALT	22165416	NP_000146.2
126	6239	175506	ZK1058.3	17557105	NP_497789.1
129	9606	2632	GBE1	189458812	NP_000149.3
129	6239	3565201	CELE_T04A8.7	17554896	NP_497961.1
130	9606	2639	GCDH	4503943	NP_000150.1
130	6239	174768	CELE_F54D5.7	17534353	NP_496469.1
131	9606	2642	GCGR	4503947	NP_000151.1
132	9606	2643	GCH1	4503949	NP_000152.1
132	6239	179472	cat-4	17560486	NP_505710.1
134	9606	2690	GHR	334883127	NP_001229328.1
136	9606	2697	GJA1	4504001	NP_000156.1
137	9606	2705	GJB1	4504005	NP_000157.1
139	9606	2737	GLI3	119393899	NP_000159.3
141	9606	2731	GLDC	108773801	NP_000161.2
141	6239	174012	R12C12.1	17535605	NP_495209.1
142	9606	8001	GLRA3	110347441	NP_006520.2
142	6239	172103	glc-2	17507873	NP_491470.1
143	9606	2811	GP1BA	291190772	NP_000164.5
144	9606	2815	GP9	4504077	NP_000165.1
145	9606	2821	GPI	18201905	NP_000166.2
145	6239	173227	gpi-1	71996708	NP_001021838.1
147	9606	2934	GSN	4504165	NP_000168.1
148	9606	2937	GSS	4504169	NP_000169.1
148	6239	174493	gss-1	17535239	NP_496011.1
149	9606	2956	MSH6	4504191	NP_000170.1
149	6239	171914	msh-6	17508447	NP_491163.1
152	9606	3030	HADHA	20127408	NP_000173.2
152	6239	180037	ech-1	17558304	NP_506810.1
152	6239	172310	T08B2.7	17508953	NP_491789.1
153	9606	3032	HADHB	4504327	NP_000174.1
153	6239	176216	B0303.3	17551802	NP_498915.1
156	9606	3081	HGD	115527117	NP_000178.2
156	6239	172726	hgo-1	17507969	NP_492433.1
158	9606	3145	HMBS	20149500	NP_000181.2
159	9606	3155	HMGCL	62198232	NP_000182.2
159	6239	171738	Y71G12B.10	17510563	NP_490889.1
160	9606	6910	TBX5	18201892	NP_000183.2
163	9606	3257	HPS1	33286416	NP_000186.2
167	9606	6448	SGSH	4506919	NP_000190.1
168	9606	3383	ICAM1	167466198	NP_000192.2
169	9606	3423	IDS	4557659	NP_000193.1
170	9606	3425	IDUA	110611239	NP_000194.2
171	9606	3426	CFI	119392081	NP_000195.2
172	9606	3561	IL2RG	4557882	NP_000197.1
173	9606	3630	INS	4557671	NP_000198.1
175	9606	3651	PDX1	4557673	NP_000200.1
179	9606	3691	ITGB4	54607035	NP_000204.3
180	9606	182	JAG1	4557679	NP_000205.1
181	9606	3718	JAK3	47157315	NP_000206.2
183	9606	3736	KCNA1	119395748	NP_000208.2
185	9606	102723475	LOC102723475	578836392	XP_006724009.1
187	9606	3815	KIT	4557695	NP_000213.1
188	9606	3859	KRT12	4557699	NP_000214.1
191	9606	3914	LAMB3	62868217	NP_001017402.1
193	9606	3952	LEP	4557715	NP_000221.1
194	9606	6445	SGCG	4557847	NP_000222.1
195	9606	6443	SGCB	4506913	NP_000223.1
197	9606	3978	LIG1	4557719	NP_000225.1
197	6239	179502	lig-1	71985269	NP_741625.2
199	9606	3990	LIPC	194097335	NP_000227.2
200	9606	4023	LPL	4557727	NP_000228.1
201	9606	3757	KCNH2	4557729	NP_000229.1
203	9606	4128	MAOA	4557735	NP_000231.1
206	9606	4233	MET	188595716	NP_001120972.1
207	9606	4261	CIITA	556695495	NP_001273331.1
208	9606	4292	MLH1	4557757	NP_000240.1
210	9606	4436	MSH2	4557761	NP_000242.1
212	9606	4547	MTTP	153285408	NP_000244.2
215	9606	4607	MYBPC3	148596957	NP_000247.2
219	9606	4647	MYO7A	189083798	NP_000251.3
220	9606	4653	MYOC	4557779	NP_000252.1
221	9606	4668	NAGA	4557781	NP_000253.1
221	6239	179660	gana-1	17562946	NP_506031.1
222	9606	4669	NAGLU	66346698	NP_000254.2
223	9606	5727	PTCH1	134254446	NP_000255.2
223	6239	174274	ptc-1	193205322	NP_495662.2
223	6239	173631	ptc-3	71997486	NP_494384.2
223	6239	191745	ptc-2	71987094	NP_495218.2
225	9606	4693	NDP	4557789	NP_000257.1
226	9606	4763	NF1	109826564	NP_001035957.1
227	9606	4860	PNP	157168362	NP_000261.2
227	6239	176851	K02D7.1	17541190	NP_499900.1
228	9606	4864	NPC1	255652944	NP_000262.2
229	9606	4867	NPHP1	189491776	NP_001121650.1
230	9606	4935	GPR143	270265839	NP_000264.2
231	9606	4942	OAT	4557809	NP_000265.1
231	6239	175908	C16A3.10	25144271	NP_741194.1
233	9606	4952	OCRL	13325072	NP_000267.2
234	9606	5053	PAH	4557819	NP_000268.1
234	6239	174401	pah-1	392891008	NP_001254185.1
236	9606	5095	PCCA	65506442	NP_000273.2
236	6239	181026	pcca-1	17567343	NP_509293.1
237	9606	5158	PDE6B	105990537	NP_000274.2
239	9606	5184	PEPD	149589008	NP_000276.2
239	6239	171704	K12C11.1	17508215	NP_490843.1
240	9606	5193	PEX12	4505721	NP_000277.1
240	6239	181331	prx-12	17551466	NP_509908.1
242	9606	5191	PEX7	4505731	NP_000279.1
246	9606	5256	PHKA2	4505781	NP_000283.1
246	6239	176149	C14B9.8	71981802	NP_498777.2
247	9606	5257	PHKB	4505783	NP_000284.1
247	6239	177092	Y67D8A.2	392898591	NP_741355.3
250	9606	5310	PKD1	205360954	NP_001009944.2
253	9606	5317	PKP1	53729344	NP_001005337.1
254	9606	5320	PLA2G2A	4505849	NP_000291.1
256	9606	5351	PLOD1	32307144	NP_000293.2
257	9606	5373	PMM2	4557839	NP_000294.1
257	6239	178364	CELE_F52B11.2	392901743	NP_001255786.1
259	9606	5449	POU1F1	170650730	NP_001116229.1
260	9606	5456	POU3F4	433288480	NP_000298.3
262	9606	5498	PPOX	4506001	NP_000300.1
264	9606	5627	PROS1	192447438	NP_000304.2
265	9606	5728	PTEN	73765544	NP_000305.3
266	9606	5741	PTH	4506267	NP_000306.1
267	9606	5745	PTH1R	296080761	NP_001171673.1
268	9606	5805	PTS	4506331	NP_000308.1
268	6239	181823	ptps-1	115532224	NP_001040626.1
269	9606	5828	PEX2	289063469	NP_001165558.1
270	9606	5830	PEX5	196259776	NP_001124498.1
270	6239	174392	prx-5	71983711	NP_001022020.1
271	9606	5860	QDPR	208973246	NP_000311.2
271	6239	176762	qdpr-1	17554872	NP_499760.1
272	9606	5925	RB1	108773787	NP_000312.2
273	9606	5961	PRPH2	118572596	NP_000313.2
276	9606	6094	ROM1	4506575	NP_000318.1
279	9606	6247	RS1	10835083	NP_000321.1
281	9606	6310	ATXN1	189491748	NP_001121636.1
283	9606	6329	SCN4A	93587342	NP_000325.4
285	9606	6444	SGCD	21314619	NP_000328.2
285	6239	184162	sgn-1	17532937	NP_495867.1
286	9606	6557	SLC12A1	134254459	NP_000329.2
286	6239	3565648	nkcc-1	392901756	NP_001255791.1
286	6239	13200504	nkcc-1	392901749	NP_001255788.1
287	9606	6559	SLC12A3	186910315	NP_000330.2
292	9606	6606	SMN1	13259512	NP_075012.1
292	9606	6607	SMN2	13259529	NP_075014.1
293	9606	6622	SNCA	225690604	NP_001139527.1
294	9606	6662	SOX9	4557853	NP_000337.1
295	9606	6710	SPTB	67782321	NP_001020029.1
297	9606	6770	STAR	56243551	NP_000340.2
298	9606	24	ABCA4	105990541	NP_000341.2
303	9606	6948	TCN2	21071010	NP_000346.2
306	9606	7051	TGM1	4507475	NP_000350.1
307	9606	7054	TH	88900505	NP_954987.2
307	6239	173411	cat-2	392888882	NP_001254009.1
308	9606	7056	THBD	4507483	NP_000352.1
309	9606	7137	TNNI3	151101270	NP_000354.4
313	9606	7172	TPMT	4507653	NP_000358.1
314	9606	7248	TSC1	4507693	NP_000359.1
315	9606	7253	TSHR	64085121	NP_000360.2
317	9606	7276	TTR	4507725	NP_000362.1
319	9606	7372	UMPS	4507835	NP_000364.1
320	9606	7389	UROD	71051616	NP_000365.3
324	9606	7498	XDH	91823271	NP_000370.2
324	6239	178381	F55B11.1	17540638	NP_502747.1
327	9606	326	AIRE	4557291	NP_000374.1
328	9606	338	APOB	105990532	NP_000375.2
330	9606	642	BLMH	4557367	NP_000377.1
331	9606	788	SLC25A20	4557403	NP_000378.1
331	6239	177530	dif-1	17539560	NP_501223.1
332	9606	846	CASR	296010811	NP_001171536.1
333	9606	1026	CDKN1A	334085240	NP_001207706.1
334	9606	1121	CHM	9966761	NP_000381.1
335	9606	1200	TPP1	5729770	NP_000382.3
339	9606	1439	CSF2RB	4559408	NP_000386.1
344	9606	2068	ERCC2	15834617	NP_000391.1
344	6239	175190	Y50D7A.2	71994598	NP_497182.2
345	9606	2132	EXT2	296010875	NP_001171554.1
347	9606	2582	GALE	56118217	NP_001008217.1
347	6239	173171	gale-1	71982035	NP_001021051.1
349	9606	2760	GM2A	39995109	NP_000396.2
350	9606	2798	GNRHR	4504059	NP_000397.1
352	9606	2820	GPD2	285002231	NP_001076581.2
352	6239	172509	T25G3.4	17509253	NP_492115.1
353	9606	2978	GUCA1A	40254415	NP_000400.2
358	9606	3295	HSD17B4	4504505	NP_000405.1
358	6239	180950	dhs-28	17568967	NP_509146.1
359	9606	3459	IFNGR1	4557880	NP_000407.1
360	9606	3559	IL2RA	4557667	NP_000408.1
362	9606	3792	KEL	4557691	NP_000411.1
363	9606	3872	KRT17	4557701	NP_000413.1
369	9606	4053	LTBP2	4557733	NP_000419.1
371	9606	5048	PAFAH1B1	4557741	NP_000421.1
371	6239	176758	lis-1	17554220	NP_499755.1
372	9606	4598	MVK	167001643	NP_001107657.1
372	6239	175863	mvk-1	71993806	NP_001022869.1
374	9606	4688	NCF2	67189970	NP_000424.2
375	9606	4758	NEU1	4557791	NP_000425.1
376	9606	4854	NOTCH3	134244285	NP_000426.2
377	9606	5019	OXCT1	4557817	NP_000427.1
377	6239	174548	C05C10.3	17531517	NP_496144.1
379	9606	5122	PCSK1	20336242	NP_000430.3
379	6239	172333	bli-4	71988312	NP_001021543.1
380	9606	5145	PDE6A	170650674	NP_000431.2
384	9606	5339	PLEC	41322916	NP_958782.1
385	9606	5445	PON2	66529294	NP_000296.2
386	9606	5664	PSEN2	156105679	NP_000438.2
387	9606	5896	RAG1	4557841	NP_000439.1
388	9606	5993	RFX5	4557843	NP_000440.1
389	9606	6401	SELE	187960042	NP_000441.2
390	9606	6555	SLC10A2	4506973	NP_000443.1
392	9606	6647	SOD1	4507149	NP_000445.1
392	6239	174141	sod-1	71981876	NP_001021956.1
392	6239	173776	sod-5	17537871	NP_494779.1
393	9606	6794	STK11	4507271	NP_000446.1
393	6239	180185	par-4	392922672	NP_001256779.1
394	9606	6821	SUOX	74099702	NP_001027558.1
394	6239	181638	suox-1	71992535	NP_001024735.1
395	9606	3172	HNF4A	31077205	NP_000448.3
396	9606	6928	HNF1B	4507397	NP_000449.1
397	9606	7010	TEK	88758596	NP_000450.2
398	9606	7066	THPO	4507493	NP_000451.1
400	9606	580	BARD1	157266328	NP_000456.2
402	9606	7291	TWIST1	4507741	NP_000465.1
403	9606	190	NR0B1	5016090	NP_000466.2
405	9606	213	ALB	4502027	NP_000468.1
408	9606	272	AMPD3	4502079	NP_000471.1
409	9606	275	AMT	44662838	NP_000472.2
409	6239	178960	CELE_F25B4.1	17560118	NP_504502.1
413	9606	353	APRT	4502171	NP_000476.1
413	6239	172232	T19B4.3	17509087	NP_491663.1
416	9606	546	ATRX	530788276	NP_000480.3
417	9606	551	AVP	13259533	NP_000481.2
418	9606	713	C1QB	87298828	NP_000482.3
420	9606	1415	CRYBB2	4503063	NP_000487.1
425	9606	2161	F12	145275213	NP_000496.2
426	9606	2147	F2	4503635	NP_000497.1
428	9606	2243	FGA	4503689	NP_000499.1
429	9606	2266	FGG	70906439	NP_068656.2
430	9606	2488	FSHB	66528995	NP_001018090.1
433	9606	2668	GDNF	299473779	NP_001177397.1
437	9606	3074	HEXB	4504373	NP_000512.1
437	6239	180533	hex-1	17569815	NP_508409.1
441	9606	3767	KCNJ11	62388888	NP_000516.3
443	9606	7436	VLDLR	65301167	NP_003374.3
443	6239	174116	T13C2.6	71995467	NP_872023.2
444	9606	4158	MC2R	4505127	NP_000520.1
445	9606	4359	MPZ	295391071	NP_000521.2
446	9606	5009	OTC	38788445	NP_000522.3
447	9606	5096	PCCB	295821216	NP_001171485.1
447	6239	180596	pccb-1	25147359	NP_741743.1
448	9606	5354	PLP1	41349499	NP_000524.3
449	9606	5378	PMS1	4505911	NP_000525.1
452	9606	5994	RFXAP	4506501	NP_000529.1
455	9606	6295	SAG	116008178	NP_000532.2
456	9606	6439	SFTPB	288856299	NP_000533.3
457	9606	6609	SMPD1	56117840	NP_000534.3
457	6239	181323	asm-2	25152317	NP_509894.2
459	9606	6927	HNF1A	256542297	NP_000536.5
460	9606	7157	TP53	120407068	NP_000537.3
461	9606	7173	TPO	28558982	NP_000538.3
462	9606	7249	TSC2	116256352	NP_000539.2
463	9606	7252	TSHB	115430099	NP_000540.2
464	9606	7306	TYRP1	4507757	NP_000541.1
465	9606	7428	VHL	4507891	NP_000542.1
466	9606	7450	VWF	89191868	NP_000543.2
467	9606	1406	CRX	4557489	NP_000545.1
468	9606	8200	GDF5	4503969	NP_000548.1
469	9606	3040	HBA2	4504345	NP_000508.1
469	9606	3039	HBA1	4504347	NP_000549.1
472	9606	731	C8A	4557389	NP_000553.1
473	9606	3568	IL5RA	28559027	NP_783853.1
474	9606	3570	IL6R	4504673	NP_000556.1
475	9606	2209	FCGR1A	10835133	NP_000557.1
477	9606	2214	FCGR3A	50726979	NP_000560.5
477	9606	2215	FCGR3B	348041254	NP_001231682.1
478	9606	3586	IL10	10835141	NP_000563.1
479	9606	1604	CD55	168693643	NP_001108224.1
480	9606	3552	IL1A	27894330	NP_000566.3
481	9606	3553	IL1B	10835145	NP_000567.1
486	9606	2638	GC	324021745	NP_001191236.1
487	9606	3600	IL15	10835153	NP_000576.1
488	9606	3558	IL2	28178861	NP_000577.2
489	9606	730	C7	45580688	NP_000578.2
491	9606	3565	IL4	4504669	NP_000580.1
492	9606	3578	IL9	10834980	NP_000581.1
493	9606	929	CD14	4557417	NP_000582.1
495	9606	6890	TAP1	9665248	NP_000584.2
496	9606	7124	TNF	25952111	NP_000585.2
497	9606	4049	LTA	6806893	NP_000586.2
498	9606	3484	IGFBP1	4504615	NP_000587.1
499	9606	3485	IGFBP2	55925576	NP_000588.2
500	9606	3486	IGFBP3	62243248	NP_001013416.1
502	9606	3569	IL6	10834984	NP_000591.1
503	9606	3082	HGF	33859835	NP_000592.3
504	9606	4846	NOS3	40254422	NP_000594.2
505	9606	733	C8G	166197660	NP_000597.2
508	9606	960	CD44	48255935	NP_000601.3
510	9606	3481	IGF2	189083846	NP_001121070.1
511	9606	3263	HPX	11321561	NP_000604.1
513	9606	920	CD4	10835167	NP_000607.1
515	9606	3479	IGF1	11024682	NP_000609.1
519	9606	624	BDKRB2	4557359	NP_000614.1
521	9606	974	CD79B	11038674	NP_000617.1
522	9606	4052	LTBP1	261337165	NP_996826.2
